iter	RMSE
1666	55061.6399
1667	55061.6347
1668	55054.30735
1669	55047.38207
1670	55041.7733
1671	55036.03068
1672	55009.39064
1673	55005.22445
1674	55005.04188
1675	55005.04177
1676	55001.95554
1677	55001.95474
1678	54993.78985
1679	54993.78975
1680	54980.79165
1681	54978.896
1682	54973.92556
1683	54964.20058
1684	54956.32859
1685	54945.2747
1686	54937.52098
1687	54930.54449
1688	54927.76426
1689	54924.04094
1690	54924.04083
1691	54922.6551
1692	54922.45189
1693	54917.60293
1694	54912.44337
1695	54906.90276
1696	54906.85449
1697	54906.8544
1698	54906.49922
1699	54897.51504
1700	54886.86711
1701	54885.03991
1702	54885.03608
1703	54883.51495
1704	54881.89889
1705	54874.14546
1706	54874.14538
1707	54874.1453
1708	54865.03512
1709	54852.7362
1710	54846.45546
1711	54824.50407
1712	54816.25123
1713	54803.36508
1714	54803.36496
1715	54802.88268
1716	54797.88217
1717	54797.15744
1718	54796.86108
1719	54793.99274
1720	54793.66976
1721	54782.60989
1722	54777.2696
1723	54772.57611
1724	54771.79168
1725	54758.5349
1726	54755.41369
1727	54751.45607
1728	54747.82522
1729	54743.37035
1730	54737.22552
1731	54735.66281
1732	54730.82208
1733	54726.40811
1734	54723.61915
1735	54719.07078
1736	54711.76881
1737	54711.49722
1738	54711.00358
1739	54711.00351
1740	54710.96964
1741	54707.61939
1742	54702.67924
1743	54691.33068
1744	54684.92149
1745	54672.92236
1746	54672.92228
1747	54661.49514
1748	54659.97081
1749	54648.70857
1750	54648.70849
1751	54639.75596
1752	54632.98885
1753	54632.86096
1754	54629.578
1755	54621.39347
1756	54620.76158
1757	54612.47823
1758	54612.47566
1759	54609.698
1760	54606.28109
1761	54595.13232
1762	54588.38844
1763	54588.38837
1764	54588.38828
1765	54584.06432
1766	54582.05345
1767	54582.05338
1768	54581.85082
1769	54564.91733
1770	54550.69474
1771	54550.45492
1772	54539.62325
1773	54539.31784
1774	54530.0833
1775	54520.06219
1776	54514.44263
1777	54512.68281
1778	54507.13606
1779	54496.70229
1780	54493.55192
1781	54492.58409
1782	54471.18754
1783	54467.38902
1784	54465.30248
1785	54463.87744
1786	54463.70352
1787	54454.50584
1788	54454.50494
1789	54446.06812
1790	54446.06804
1791	54441.4947
1792	54439.24617
1793	54430.08766
1794	54428.00309
1795	54410.70316
1796	54401.56621
1797	54398.93289
1798	54380.8653
1799	54377.53926
1800	54373.8514
1801	54373.60874
1802	54372.60189
1803	54372.53835
1804	54371.65316
1805	54367.83577
1806	54361.77126
1807	54357.5916
1808	54357.59154
1809	54350.5775
1810	54350.57744
1811	54350.57738
1812	54342.993
1813	54332.14213
1814	54321.04296
1815	54310.24986
1816	54301.63724
1817	54296.35966
1818	54289.1256
1819	54278.61574
1820	54272.75977
1821	54269.24729
1822	54265.01126
1823	54264.99564
1824	54259.60549
1825	54250.28857
1826	54242.95657
1827	54242.92349
1828	54238.87601
1829	54233.18301
1830	54228.26753
1831	54220.07857
1832	54215.50101
1833	54211.83788
1834	54211.83779
1835	54178.22953
1836	54168.41363
1837	54162.41183
1838	54161.87085
1839	54156.16064
1840	54156.16054
1841	54156.16045
1842	54155.48901
1843	54153.48119
1844	54153.48111
1845	54128.14488
1846	54121.47098
1847	54112.80865
1848	54109.6946
1849	54101.7749
1850	54099.06569
1851	54097.04735
1852	54089.1117
1853	54089.08443
1854	54081.87688
1855	54078.49032
1856	54076.32383
1857	54054.38908
1858	54044.63503
1859	54041.41953
1860	54035.29026
1861	54035.29015
1862	54035.29005
1863	54035.11368
1864	54027.52411
1865	54024.26655
1866	54005.58029
1867	54003.50283
1868	54001.63416
1869	54001.17096
1870	53994.14981
1871	53979.8989
1872	53968.56909
1873	53965.76179
1874	53965.76169
1875	53960.76368
1876	53960.76357
1877	53960.02762
1878	53959.66111
1879	53959.62537
1880	53957.16431
1881	53957.16423
1882	53953.37132
1883	53949.81356
1884	53948.53863
1885	53939.27271
1886	53939.19908
1887	53935.68594
1888	53912.27249
1889	53902.62663
1890	53896.37366
1891	53896.37358
1892	53896.16153
1893	53893.0103
1894	53881.85441
1895	53881.85433
1896	53881.85426
1897	53875.34726
1898	53875.34719
1899	53874.39018
1900	53870.2688
1901	53868.44087
1902	53860.92244
1903	53860.92238
1904	53850.75326
1905	53849.999
1906	53849.82354
1907	53829.6028
1908	53828.11376
1909	53828.07804
1910	53824.00158
1911	53820.70101
1912	53811.08027
1913	53808.65077
1914	53807.2036
1915	53807.18963
1916	53804.20804
1917	53803.27357
1918	53792.62916
1919	53785.20691
1920	53777.59734
1921	53768.43691
1922	53768.42229
1923	53766.00495
1924	53752.93256
1925	53752.93248
1926	53752.93241
1927	53746.97782
1928	53739.99002
1929	53735.62711
1930	53731.26543
1931	53731.26055
1932	53729.8414
1933	53728.03087
1934	53717.15739
1935	53709.91159
1936	53705.63212
1937	53702.55036
1938	53698.84176
1939	53691.00822
1940	53682.03403
1941	53681.35771
1942	53675.98496
1943	53674.26526
1944	53668.92105
1945	53665.08244
1946	53665.08236
1947	53657.90333
1948	53654.84399
1949	53645.14484
1950	53636.41371
1951	53614.16257
1952	53614.04608
1953	53612.78869
1954	53600.79781
1955	53600.79771
1956	53598.48112
1957	53598.48103
1958	53594.55898
1959	53584.12946
1960	53578.86723
1961	53564.55081
1962	53557.55696
1963	53555.07182
1964	53548.63193
1965	53548.63183
1966	53540.30296
1967	53540.30286
1968	53536.58132
1969	53536.56226
1970	53528.246
1971	53513.83009
1972	53495.9091
1973	53483.24614
1974	53467.61294
1975	53462.14585
1976	53457.22238
1977	53453.33982
1978	53452.84445
1979	53445.19852
1980	53444.30256
1981	53441.0793
1982	53433.02001
1983	53425.89607
1984	53417.80728
1985	53408.04042
1986	53403.43365
1987	53399.14893
1988	53393.55694
1989	53386.09648
1990	53383.18176
1991	53375.64718
1992	53373.12917
1993	53368.74831
1994	53368.19357
1995	53361.3517
1996	53351.19014
1997	53349.0826
1998	53336.76573
1999	53328.31612
